intent,phrase
Q96,how send email to car park section
Q96,how to advertised my parking lot need to swop
Q96,How to apply the education land
Q96,how to arrage the walkin preconsultation with URA
Q96,How to bid for land for building a school
Q96,how to book apoment
Q96,how to book appointment
Q96,how to book for open space outdoor use
Q96,how to book space for pte use
Q96,how to call the hotline
Q96,HOW TO CALL THE URA OFFICER ON TELEPHONE
Q96,how to call ura
Q96,how to call ura office
Q96,How to call URA over phone
Q96,how to cancel from old address to new address
Q96,how to change season parking payment terms
Q96,How to check application status for season parking
Q96,how to check how many landed unit is there in binchang rise
Q96,how to check how many lots did a company have with URA
Q96,HOW TO CHECK PLANNER FOR SITE
Q96,HOW TO CHECK PLANNER INCHARGE
Q96,How to check the season parking plans for office towers
Q96,How to check the telephone number of a housing developer
Q96,How to claim the exceeding 3 of shortfall from developer
Q96,How to claim to developer
Q96,How to complain neighbors do partition and allow too many tenants short staying there That really affect our daily life Address 97 wilkie road
Q96,How to contact
Q96,How to contact an officer
Q96,how to contact area planner for consultation
Q96,how to contact audited accounts officer
Q96,how to contact car prks
Q96,how to contact COH officer
Q96,how to contact development control division in ura
Q96,how to contact EPAC administrator
Q96,how to contact hiring manager
Q96,how to contact in person to ura
Q96,how to contact jamie
Q96,how to contact marina bay sands
Q96,HOW TO CONTACT MR AU SHENG CONGBRYON
Q96,HOW TO CONTACT OFFICER
Q96,How to contact OIC of epac application
Q96,how to contact planner
Q96,how to contact ura by email
Q96,how to contact ura by phone
Q96,How to contact ura customer service by phone
Q96,How to contact URA officer
Q96,How to contact URA on phone
Q96,how to contact ura operater
Q96,how to contact ura through tel
Q96,How to contact ura to remove the vehicle
Q96,How to contact URA via phone
Q96,How to contact via online form
Q96,how to contact your person in charge
Q96,How to convert persons per acre to plat ratio
Q96,How to convert residential density from person per acre to plot ratio
Q96,How to delicense
Q96,How to delicense the housing developers licence
Q96,how to delicensed
Q96,how to do change of mailing address on ura
Q96,how to dowload URA
Q96,how to extend written permission
Q96,how to fill up eadform
Q96,how to find lot number
Q96,how to find out about fines
Q96,how to find out strata lots allocation for bliss regalia
Q96,How to get a copy of Housing Developers Rules
Q96,how to get the pdf for Annual Report 20172018
Q96,How to get to URA
Q96,how to go about with purchase of industrial property
Q96,how to go to URA centre
Q96,how to go ura
Q96,how to i call car parks
Q96,how to i call in to speak to the carpark dept
Q96,how to i get permission to use a URA image
Q96,how to I get the contact number
Q96,How to I get there
Q96,How to I get there by the MRT
Q96,How to know the division of districts
Q96,how to login to ura website
Q96,how to look for email address of ura
Q96,HOW TO MAKE A PAYMENT FOR DEVELOPMENT APPLICATION
Q96,how to make appointment with the official
Q96,how to make consultation to ura
Q96,how to measure the 12 m requirement for category 2 land
Q96,How to obtain developer license number
Q96,how to obtain valuation report
Q96,how to prepare the provisional permission
Q96,HOW TO REACH A URA OFFICER
Q96,how to reach your customer care
Q96,How to register for new tenant
Q96,how to register for the design for silver generation as i cant find the column
Q96,How to register my sister as occupier at private residential properties
Q96,how to report people
Q96,how to request for season payment payment by 6 monthly
Q96,how to send an email
Q96,how to send email regarding inquiry
Q96,how to speak to officer
Q96,how to submit outline application
Q96,how to submit showflat checklist
Q96,How to talk to URA officer
Q96,how to tender land
Q96,How to verify the bank account for URA
Q96,how to write a email to ura
Q96,how to write in to URA
Q96,How to write to ura about complaint
Q96,how to write to ura dcd
Q96,how tobook the appointment with the official
Q96,How will the URA development in Punggol positively affects Waterway Point Punggol Thanks
Q96,How will ura follow up once i made the appointment request
Q96,How you define an house unit
Q96,HR Department email address
Q96,HR Manager Helen Khoo email address
Q96,i already called 6221 6666 but asked me to refer to website and speak to Jamie
Q96,i already obtained PP and now submitting for WP do i submit it with new ESno or correspondence as CR to the previous ES when we obtained PP
Q96,I am a student at overseas family school
Q96,I am asking about the prewar flat lease expiry Who should we contact
Q96,i am asking for office number
Q96,i am doing a school project for urban planning in singapore is there anyone i can contact from URA to interview
Q96,I am Emily with the American Institute of Architects Hwang Yu Ning will be speaking at the Convergence in Singapore conference in Nov we needYu Nings email
Q96,I am from Hongkong Land and I am going to deliver a book to Mr Lim Eng Hwee Chief Executive Officer
Q96,i am from nus
Q96,I am going to geyland branch Can I have the contact number
Q96,i am intending to purchase an Industrial property with an existing approved ancillary dormitory Will the approval lapse or be transferred if the changein ownership
Q96,I am interestef to register my child for the Urban Design Workshop 2019 When will the details be available on the URA website so I can register for it
Q96,I am James Ling from sanminasci and last week I went down to URA an talk to one of your colleague Mr Yeo to make inquiry on how to do thesubmission of change of us
Q96,i am jen here how to drop a email to customer ask for the VPC
Q96,I am looking for a contact within the URA that manages the development of Singapore Should be some of them there Its about speaking at the IAANFZ in Hannover Germany
Q96,i am looking for an officer called Delvin Kwa in regards to a DC submission query his mail bounce back whom i should reach in regards to myWritten Permission queries
Q96,I am looking for Section 2 of the Planning Act 1998
Q96,i am looking for the contact details for Lim Eng hwee to invite him as a speaker to our conference can you please assist
Q96,I am MA from Condominium We have a rear gate which is usually closed as the pathway is of uneven ground with landscapingNow the councilwants residents to have access g
Q96,I am Mohd Zunica Mohd Sapiee from Land and Survey Department Sarawak
Q96,I am not good in English can call
Q96,I am rented a condo so how to update the Tenants detail
Q96,I am requesting for email address to URA for feedback
Q96,I am sorry I am unable to help you with this question Please rephrase your question 10
Q96,I am still not able to find the plot ratio of the address I want Do not ubderstand how yr web works need to speak personally by phone
Q96,I am still waiting for the reply status According to the officer I may ask Jamie for assistant
Q96,I am trying to call Mr Cliff lee but there is no answer What is the main line to contact to check if he is on leave
Q96,I am trying to print my season parking receipt Your colleague said CONTROL F this does not work
Q96,I am unable to find name of the car park Who can I contact
Q96,I am working on a broadband initiative in Chesapeake VA USA Is there someone who I could speak with that could possibly share what URA hasfor specifications
Q96,I am writing an official complaint to URA about a metal scrapyard at Toh Guan Road East Whom should I address the letter to
Q96,I appealed for a parking summons I checked for reply on URA website They said replied to my email I checked my email but could not find anyHow do I check further
Q96,I ask you Jamie on URA car park
Q96,I asked many times how do i get to talk on the phone to ura re my queries
Q96,i call 62216666 no answer pls call me 96405454
Q96,I call for clarification for Motorbike parking fine Ther dont seem to be any phone contact for URA
Q96,I cant process can you help me or I fax to you my documents
Q96,i cant reach anyone in call center
Q96,I check who is the planner in charge of jurong isalnd
Q96,i check with you how am i going to call URA
Q96,I could not find the event there The event is listed on Singapore Institute of Singapore Is there someone in URA that I can email to for enquiry
Q96,i didnt get any answer there will you able to advise
Q96,I DO NOT HAVE ANY EMAIL
Q96,i do not need the operation hour but the contact number
Q96,I dont like to talk to a robot
Q96,i email to Mr Ng but he has not reply the email thats the reason i need his contact
Q96,i get this email
Q96,i got somany fing i go to hopital i want to see ura office i no good in email
Q96,I had an idea for urban redevelopment where should i submit it to
Q96,i had just submitted an appeal against a parking summons according to the summons I have to pay by 26 January However after they appealyou will contact me within 1
Q96,i had paid for the application but yet to receive the receipt of the transaction
Q96,I had rephrasing It many times and seems still not cleared to you
Q96,I had this email address as the contact info of the controller of housinglinghuilinguragovsg but email bouncedis she no longer the controller
Q96,i have a cooking school at a b1 industrial building
Q96,i have a question
Q96,I have a question about the development issues in Singapore that are of concern to the concept plans
Q96,I have a question on advertising signage may I speak to someone urgently
Q96,i have a season parking lot at HDB for car can i apply for season parking URA parking lots along loyang lane do i get a concession rates forseason parking
Q96,I have already type in the question but your reply is not related to my enquiry can i have the contact tel no for me to call and check
Q96,i have an enquiry on Form DC21 pertaining to Development Baseline
Q96,I have applied for a season parking near my office area Can 1 forward the soft copy of the Certificate of Employment via email instead of fax
Q96,I have been advised by Ms Patricia CHUA EDB PatriciaCHUAedbgovsg to contact your office for procurement of land How can you help me
Q96,I have been there and have also spoken to Mr yeo through the phone
Q96,I have encounter my capark lot payment for the transaction no P1231976463 kindly assist me or may contact me at 90022028
Q96,I have made a mistake in my 1st submission and already submitted a 2nd application How do i cancel the 1st submitted application
Q96,I have more than one authority to write to I like to have an email to send my message in ura
Q96,i have not received my planning records that i purchased
Q96,I have obtained a URA Provisional Permission on 27022019 expires in 6 months A resubmission will be made by 23082019 Does this meet theresubmission deadline
Q96,I have parking offence and the notice No 976101032H I caanot find the details to pay my fine on line
Q96,I have questions about master plan any officer in charge that I can talk to
Q96,i have questions and I need to contact some one
Q96,i have questions to ask
Q96,I have rented a condo so where do I update the tenant details
Q96,I have seen all those Can not get any anwer from them Can I speak to an officer
Q96,i have some cases that are on cash bail how do i go about it
Q96,I have some questions about the night lighting Who can I contact
Q96,I have the URA contact no
Q96,I have the URA hotline for phone enquiry
Q96,I Jamie
Q96,I just need a direct line for Nur Fathin at URA thank you
Q96,I just want to know about singapore urban development
Q96,I justapplied for URA season parking for 51 Pioneer Sector carpark
Q96,I like to have the email adres of Eugene LAU secretary I am planning a visit from Holland to Singapore URA
Q96,I like to have ura hotline number
Q96,i like to send you an email what is the address
Q96,i like to speak to someone who can advise me on additions to boundary wall please provide me the telephone no
Q96,I like to visit City Gallery with guided tours May I know when do they conduct such tours
Q96,I live adjacent to the green rail corridor where it crosses under south side of Holland Road currently not very safe walking any update on thissection of corridor
Q96,I live in UK but know Singapore quite well Son and daughterinlaw are PRs in Kovan I visited in October and it is too soon to visit again So I willmiss iLight
Q96,I mean email
Q96,I mean how to email customer that i need the VPC
Q96,I mean i need the telephone number to call our Urban Redevelopment Authority enforcement unit
Q96,I mean URAs telephone number
Q96,I need a contact no
Q96,I need a contact no officer incharge on esubmission
Q96,i need a live operator
Q96,I NEED A NUMBER FOR YOUR CUSTOMER SEWRVICE
Q96,I NEED A PHONE NUMBER FOR YOUR CUSTOMER SERVICE
Q96,i need a room at ura
Q96,I need an anser
Q96,i need an email address for me to send email with regards to my summns
Q96,i need an email contact
Q96,I need an URA officer to give me a call at 62557877 Thank you
Q96,I NEED ASISSTANCE
Q96,i need contact for the officer that i can consult for change of use
Q96,i need contact number
Q96,I need contact number for URA
Q96,I need email address
Q96,i need email for housing department Can assist the emaill address
Q96,i need further assistance
Q96,I need have its office phone number please
Q96,I need hotline
Q96,I need hotline number
Q96,I need landline contact no
Q96,I need mailing full address
Q96,i need more help can i speak to someone by phone
Q96,I need phone number
Q96,I need someone to speak personally for my enquiries
Q96,I need tel no of URA
Q96,i need the contact no
Q96,i need the contact number i can call
Q96,i need the contact number to speak to someone
Q96,I NEED THE CONTACT TELEPHONE NO
Q96,i Need the email address for it
Q96,i need the email address for URA consultation
Q96,I need the email address of COH
Q96,i need the email on which i can send my application please
Q96,I need the full address
Q96,i need the office email adress
Q96,i need the official invoice for my waiver processing fee payment
Q96,I need the phn no of URA
Q96,I need the telephone no of officer you gave all sort unrelated issue You made your customer searching high and low all over the places
Q96,i need the URA contact number
Q96,i need to a customer office
Q96,I need to book an appointment with an officer in URA to enquire on Industrial building I need to see you officer by appointment soon so I willknow my direction to move
Q96,I need to call officer in charge What number to call
Q96,I need to call someone from URA
Q96,I need to call the office
Q96,i need to call the URA officer
Q96,i need to call ura hotline
Q96,I need to call What is the number to call
Q96,i need to change my email address it is possible
Q96,I need to change my location for address I need to spaek to officer
Q96,i need to chat with some one
Q96,I need to check my URA licence cost it is for whole unit in 1st floor or only half unit of 1st floor
Q96,I need to check with Chief Planner Mdm Lim Seck Inn of URA need to send and email to her If not possible can I have the enquiry email address
Q96,i need to contact someone from the conservation guidelines
Q96,i need to contact URA What number should i call
Q96,I need to do work pass issuance for a foreign worker living in a Condo
Q96,i need to email URA
Q96,I need to find the full address for URA location at Maxwell Road
Q96,i need to get contact number for me to enquire about change of use for premises
Q96,i need to get hotline for URA
Q96,i need to know about i light singapore festival
Q96,i need to pay a cash bail for my warrants how do i do so
Q96,I need to send an email to ura What is the email address
Q96,I need to send email
Q96,I need to send ura email
Q96,i need to speack with an officer
Q96,i need to speak officer
Q96,i need to speak to a conservation officer
Q96,I need to speak to a customer service
Q96,I need to speak to a person who raises the tax invoice for my development charge
Q96,I need to speak to an officer
Q96,i need to speak to an officer regarding the change of use hwhat phone number to call
Q96,i need to speak to customer service
Q96,i need to speak to someone
Q96,i need to speak to someone on the home office scheme
Q96,i need to speak to someone on the phone can provide me the phone numbers
Q96,I need to speak to URA officer
Q96,I need to speak to your superior
Q96,I need to speak with a customer service officer
Q96,I need to speak with Kelly but I cant get her on the phone as her mailbox is full
Q96,I need to speak with someone
Q96,I need to talk over the phone
Q96,I need to talk to a change of use URA officer
Q96,I need to talk to a person from the change of use department
Q96,I need to talk to a URA officer
Q96,I need to talk to an officer
Q96,I need to talk to an officer as the default replies are not replying to my queries Pls provide telephone number so that I can seek help by talking toa human being
Q96,I need to talk to an officer in ura
Q96,I need to talk to an officer Please provide contact number
Q96,i need to talk to an operator
Q96,i need to talk to an telephone operator
Q96,I NEED TO TALK TO OFFICER
Q96,I need to talk to someone
Q96,I need to talk to someone in your office
Q96,i need to talk to someone regarding 67L tuas south avenue 1
Q96,i need to talk to the customer service officer
Q96,I need to talk to the officer
Q96,I need to talk to the officer in charge
Q96,I need to wire an email to URA office pertaining to the extend planning permission may i have the emaill address
Q96,I NEED URA CAR PARKS TELEPHONE NUMBER
Q96,i need ura contact no
Q96,I need URA contact telephone number
Q96,I NEED URA EMAIL ADDRESS
Q96,I need URA email address to check on certain development submission
Q96,I need URA Finance Dept contact no
Q96,i need URA gallery contract email for visit booking
Q96,I need ura hotline for ura change of use wirrten permission licence renewal
Q96,I need ura phone no
Q96,i need URAs email address
Q96,i received an email and stated i have to write in to uracpduplenquragovsg but this email address invalid
Q96,I refer to Applicatiom ES20181024R0151 Thisn has been updated we require more time Regretably our Developer had informed us last Fridaynthat the PP Application
Q96,I see what if the plot does not have a number
Q96,I started my parking session with the parkingsg app but selected the wrong car park will I receive a parking notice
Q96,I TRIED TO APPLY FOR A FEW SPECIFIED PARKING LOTS AT GUL AVENUE SUBMITTED AND IT SAYS NO SPECIFIED LOTS
Q96,I typed in the notice number to pay the fine on line but the message stated that no payment is required for this Notice number
Q96,I used to receive the hardcopy of Skyline magazine Since 2017 I stopped receiving it Please may you reinstate my name in your mailing listThanks
Q96,I wan to know what tel no to call for previously individual unit have individual address but now it had change to one address with many units sowhat tel no to call
Q96,I wanna know how can I contact with URA Whats your email for enquiry
Q96,i wanna speak to the person in chat
Q96,I want an appointment with ura
Q96,I WANT APPOINTMENT
Q96,I want appointment to meet office in regards to change of use
Q96,I want customer service hotline
Q96,i want email address for feedback not for parking issuse
Q96,I want teh contact number of teh officer NG Lek Hoon
Q96,I want the email
Q96,i want the email address
Q96,I want the phone no thanks
Q96,i want the telephone number
Q96,I want to apply for a photography license
Q96,i want to apply for use of parking space for my excavation work who should i call
Q96,I want to arrange an Industry Visit to URA
Q96,i want to book parking lots but it write no parking lots specified
Q96,i want to call
Q96,I want to call Daes registry what is their number
Q96,I want to call parkingsg I do not want to send an email
Q96,I want to call URA
Q96,i want to call ura any specific direct nbr
Q96,i want to call your hotline what number should i call
Q96,I want to chat with real support not bot
Q96,I want to check about my fine
Q96,i want to complain
Q96,I want to complain against a ura staff
Q96,i want to do a visit in URA as one of my university object study
Q96,I want to feedback
Q96,I want to feedback to URA on illegal parkign any email to write in
Q96,I want to find out the contact no for ura season parking for Amoy street
Q96,I want to find out what I can use my land for
Q96,i want to find the receipt of carpark fine
Q96,I want to have email address
Q96,I want to know about Singapores citys history
Q96,I want to know about the positioning of lung space like parks in the city when there is so less space
Q96,i want to know about the rules and regulations to applying for banners on smart pole at marina bay
Q96,i want to know contact number
Q96,I want to know how or who I can contact to assist me on this matter urgently
Q96,I want to know if there should be a Temple at Marne Road between Studio Marne and The Citron
Q96,I want to know URA Academy
Q96,i want to know URA contact number
Q96,i want to know whether can i redevelop my semidetached into a bungalow
Q96,I want to make a complaint
Q96,I want to make a reservation for group visit can you advise the contact number or email address
Q96,i want to make an appointment
Q96,I want to meet officer
Q96,I want to organize an official visit to URA
Q96,i want to report illegal use of property
Q96,I want to see officer
Q96,I want to see u
Q96,I want to send a document with a diff ura email add or website
Q96,I want to send an email to URA Please advise URAs email address to me at limmary310gmailcomThank you
Q96,I want to send cheque for my summons
Q96,I want to send the email to URA
Q96,i want to sent email pls advise me ur email address
Q96,i want to speak to a customer service officer who can i call
Q96,I want to speak to a human
Q96,i want to speak to aperson can u give me the phine no
Q96,I want to speak to customer officer
Q96,I want to speak to someone for conservation signage
Q96,i want to speak to someone please help
Q96,i want to speak with an officer
Q96,I want to talk about the carpark problem
Q96,i want to talk to customer service
Q96,I want to talk to the office in charge
Q96,I want to talk to your customer service
Q96,i want to talk ura customer care office direct no pls
Q96,i want to talk ura ncustomer care officer direct no pls
Q96,I want to visit the URA However I wonder what I can learn if I visit URA
Q96,I want to visit the URAHowever I wonder what I can learn if I visit URA
Q96,I want to visit URA How can I contact with you
Q96,i want to visit URA How can i do that
Q96,I want URA contact no
Q96,I want URA contact number
Q96,i want ura email address
Q96,I want ura hot line
Q96,i want ura scdf email address
Q96,i want your hotline number
Q96,I wanted to speak personally to any officer but failed to get the contact
Q96,i was advised to pay a cash bail how do i do so
Q96,I will call directly to URA for this issue
Q96,i wish to apply for season parking however the marker shows blue what does that mean
Q96,i wish to check zoning
Q96,i wish to contaact staff of URA to make enquiries What number do I call
Q96,i wish to download Form B for waiver of Written direction
Q96,i wish to drop them an eenquiry pls furnish
Q96,I wish to send an email to URA May I have the email address please
Q96,I wisk to speak to someone regarding change of use of my property please advise what is the contact number
Q96,i wonder what is URAs main object
Q96,I would like lodge a complaint to the CEO
Q96,I would like make an enquiry via email
Q96,I would like the email address to send my inquiry
Q96,I would like the URA feedback form
Q96,I WOULD LIKE TO ASK ABOUT CHANGE OF USE FROM STAFF ACCOMODATION TO OFFICE
Q96,I would like to ask for planner for Geylang Planning Area
Q96,i would like to ask to speak to someone urgently
Q96,I would like to call in to URA to check on my Notice No873800051X Please advise on the telephone no to call Thank you
Q96,I would like to call ura
Q96,i would like to call URA customer service can you give me the telephone number thanks
Q96,I would like to chat with live agent
Q96,I would like to check the number of extension can be made for Provisional Permission
Q96,I would like to come with my colleagues for a tour at the museum is there any one I can contact regarding it
Q96,I would like to confirm your feedback email as below
Q96,I would like to contact person in charge for car park maintenance
Q96,i would like to enquire about car park lot creation please advise on the contact email for this matter
Q96,I would like to find out if my neighbour can put a signboard outside my property without asking for my permission
Q96,I would like to find out where is the location for my summons
Q96,i would like to get the contact for TOL clearance
Q96,I would like to have a telephone contact number
Q96,i would like to have alice ho email address
Q96,i would like to have further assistance
Q96,i would like to have the Tel contact number of URA officer name Peh Lay Yen thank you
Q96,I would like to inquire the contact number of Mr Chong Wen Feng
Q96,I would like to know about URA mission
Q96,I would like to know if I design a restaurant with digital projections on the windows that can be seen from outside the building do I need URAsapproval
Q96,I would like to know more about URA
Q96,I would like to know the calculation formula of temporary development levy
Q96,I would like to know the development control officer for sengkang contact
Q96,i would like to know the name of the office in charge of yio chu kang sports centre
Q96,I Would like to know what is URA companys name
Q96,I would like to make an appointment to see Development Control Officer
Q96,I would like to receive a phone number
Q96,i would like to request for the receipt
Q96,I would like to send an email
Q96,I would like to speak to a customer service officer
Q96,I would like to speak to an officer
Q96,i would like to speak to customer service
Q96,I would like to speak to someone on illegal renting of a private property Condo please
Q96,I would like to speak to someone who can advise me on the regulations within a private property condominium on renovation hacking noisepollution etc
Q96,I would like to speak to the officer
Q96,I would like to speak to the person in charge of the VPC
Q96,I would like to talk to a live person not a computer
Q96,i would like to talk to an officer
Q96,i would like to talk to Mr Munirah Alwi
Q96,i would like to use a perspective
Q96,I would like to use an image
Q96,I would like to use images on the Southern Waterfront for an article
Q96,I would like to verify for the Circular No URAPB201806DCG refer to item no8
Q96,i would to speak to an officer
Q96,i would to speak with customer service officer
Q96,i wrote an appeal letter on 315 need to check the status can I have the contact number
Q96,Id like to know about the comprehensive plan of your Singapore
Q96,Id like to speak to an agent
Q96,If an owner is buying a land for redevelopment from another owner but is not officicial but the original owner have given consent For submissionwise what letter is req
Q96,If conversation building is 99 yrs can it be topped up
Q96,if i have already submitted the enquiry how do i check the application status
Q96,if i rent the motorcar can i still apply for season parking ticket
Q96,if i want to remove or reduce a car park lot at my premises how should i go about it
Q96,if i want to write in to COH what is the email address
Q96,If I would like t rent a residential unit from URA where should I look for details Who should I talk to
Q96,if i would like to use a public space do i contact the ura
Q96,if the neighbour constructed new boundary wall but reluctant to plaster and paint the boundary wall which within our premises does it correctpractise
Q96,If the plot ratio and land area of a plot of land remain unchanged at the time of applying for planning permission am i right to say thate where willnot be development
Q96,if we want to go to ura in a group of 34 paxs do i need some sort of letter
Q96,ii am from indonesia i wont to bring my student to singapore and i wont to visit ura
Q96,Illegal
Q96,Illegal building
Q96,illegal structure
Q96,illegal structure penaty
Q96,Im an owner at Cairnhill Mansion in process of collective sale I would like to find out about the status of its Outline Planning Permission
Q96,Im askin about URA contact number
Q96,Im asking for the phone number of URA
Q96,Im checking on who is in charge of URA director in charges of guidelines
Q96,im good
Q96,Im having issue with the developer Who can I contact
Q96,Im here a contractor want to ask some enquiry about one renovation project handled at Eng Watt st if want to hack the internal wall what should ido
Q96,Im looking at updating email address so that I can the updates in my new email address
Q96,Im not done may I talk with someone that can give me the good details
Q96,im sorry but answers not helpful
Q96,Im trying to call in to speaK to someone at URA
Q96,Im trying to check building height control around singapore botanic gardens Circular No URAPB200008DCD
Q96,Im waiting reply email from ura
Q96,importance of URA
Q96,in charge of promontory
Q96,indoor recreational space
Q96,Industrial guidelines in URA website
Q96,Industrial land permissible uses
Q96,industrial office usage
Q96,ineed call back from 91831533
Q96,ineed clarification regarding ura submission
Q96,information about ura
Q96,Information on land use planning Which department should I contact
Q96,ing starts on 157 from today do i still have to pay for my daily parking
Q96,is any contact no
Q96,Is bridge considered development
Q96,is her email address
Q96,is it open today
Q96,is it possible for me to do a walk in enquiry
Q96,is it possible for my University to visit URA as obne of its subject study
Q96,Is it possible to get a guide speaking German We will visit you in September
Q96,is it this correct email
Q96,Is Ms Tay Yi Ling still with URA as a Planner
Q96,Is Plan Permission ES20181024R0151 approved
Q96,is possible to submit and obtain PP for just substructure works
Q96,Is public parking available at URA Centre
Q96,is service apartment under residential
Q96,is serviced apartment for onemonth rental legal in singapore
Q96,Is that a specific number of handicapped car park lots in an estate
Q96,is that any URA hotline
Q96,is that you in the photo
Q96,is the a contact phone number that i can call
Q96,is the bayfront event space managed by URA
Q96,Is the exhibition open this week or is it closed for renovation
Q96,Is the helix bridge under URA management
Q96,Is the URA Centre opened tomorrow or Sunay
Q96,is the URA open today
Q96,is the ura opened
Q96,Is the URA website down
Q96,Is the urbanization of Singapore bad for the environment
Q96,is there a contact no that i can speak with you
Q96,is there a contact no to call you
Q96,is there a contact number for me to call to talk about a photo shoot
Q96,Is there a contact number I can call
Q96,is there a contact number that i can call for enquiry
Q96,is there a contact person for more queries
Q96,is there a credit card payment limit for the payment of development application processing fee
Q96,is there a customer service i can speak too
Q96,Is there a customer service number for SBNB
Q96,Is there a direct contact
Q96,Is there a flow chart for development plan submission by engineers for Civil works
Q96,is there a helpline number that I can call
Q96,is there a hot line that I can call to enquire on master plan zoning
Q96,Is there a hotline for URA
Q96,Is there a hotline for URA parking offence that I can call
Q96,is there a hotline i can call
Q96,Is there a hotline number
Q96,Is there a hotline number for ura
Q96,is there a hotline number i can call to URA I need to talk to a human being
Q96,is there a hotline or email that I can refer to
Q96,is there a hotline to speak with a customer officer
Q96,Is there a number i can call for assistance
Q96,Is there a number I can call for enquiries on private property leasing
Q96,Is there a number I can call to speak to a customer service officer
Q96,Is there a number I can call to speak to someone for advice
Q96,Is there a number I can call URA
Q96,is there a number to call
Q96,is there a number to call URA
Q96,Is there a number we can call to check the status
Q96,Is there a nursing room in URA east wing
Q96,Is there a person who I can call to answer my question
Q96,Is there a phone contact for car park related issues
Q96,Is there a phone number for further enquiries
Q96,IS THERE A PHONE NUMBER I CAN CALL THE OFFICER
Q96,is there a phone number that I can call
Q96,is there a phone number that i can call and ask
Q96,Is there a phone number to call or contact custer service
Q96,Is there a phone number to call to speak with someone in URA
Q96,Is there a register to check the registered occupants of a property
Q96,is there a telephone contact to call for my enquiry
Q96,Is there a telephone no to call URA
Q96,is there a telephone number I can call
Q96,is there a timeline to start developing the project the moment sales is concluded
Q96,is there a URA contact hotline
Q96,Is there a URA hotline
Q96,is there a URA Hotline No
Q96,is there an email address i can send to on car park issue
Q96,is there an email i can write in too
Q96,is there an email that i can write in to
Q96,Is there an email that I can write to URA regarding season parking
Q96,Is there an email where I am able to write to URA staff concering plot ratio
Q96,Is there an enquiry hotline
Q96,Is there any circular on the submission process for the projects under SFA in relation to the land plots in Lim chu Kang area
Q96,is there any consultation hotline for gfa related matters
Q96,is there any contact number for me to call and ask
Q96,is there any contact number that I can call on
Q96,Is there any contact number that I can call to enquiry about change of use for Shophouse
Q96,is there any contact numbers to reach URA
Q96,Is there any different when we log in using CorpPass or SingPass
Q96,is there any direct line to call
Q96,Is there any email
Q96,Is there any email address where I am ablr to write to URA staff
Q96,Is there any email for URA
Q96,is there any email that we can write in
Q96,is there any email to submit letter requested by URA
Q96,is there any enquiry hotline for URA
Q96,Is there any hotline to call
Q96,Is there any information free of charge
Q96,Is there any kitchen requirement for commercial building
Q96,is there any land that the government doesnt own and private property basically a no mans land
Q96,is there any number that i can call to
Q96,is there any phone number i can contact
Q96,is there any telephone number to call to ask something
Q96,is there any telepone number to call
Q96,Is there any URA hotline that I can call
Q96,is there anyone can help
Q96,is there anyone that can help on this
Q96,is there anything about urban redevlopment
Q96,is there email for ura
Q96,is there live chat
Q96,Is there number I can call
Q96,is there phone number
Q96,is there someone i can call
Q96,is there someone i can speak to
Q96,Is there someone I can talk to
Q96,is this email addrees for rubinabdealiuragovsg correct cant get through to him Thanks
Q96,Is this site at Tuas allow lodgement submission
Q96,is thru email
Q96,is ura a statutary board
Q96,is URA an authority under the Planning Act
Q96,is URA carpark open to public
Q96,Is URA helpful
Q96,Is URA in charge of the Rail Corridor
Q96,Is URA office open 12pm to 2pm
Q96,Is URA open on Saturday
Q96,is URA open on Sunday
Q96,is ura open sat
Q96,is URA open today
Q96,Is URA open?
Q96,is ura under renovation now
Q96,is your address 45 Maxwell road
Q96,Is your function hall allow wedding
Q96,Is your URA office going to close soon today Can the hour be stretched if an appointment is made by 5 pm this evening
Q96,It is about submission to URA for the mrt project
Q96,It keep going in circle but zero relevant answer What phone no can I call
Q96,it says to submit application but i notice the fee is not refundable do you have a hotline to call
Q96,Its a feedback on the URAs Officers handling issue on our Enquiry on Approved Use application
Q96,Its boxing day Is the URA open
Q96,Ive received email on waiver of my notice No 855701898E
Q96,Ive try to call URA to explain but the voice message doesnt help much
Q96,Jamie 2
Q96,Jamie can I have customer service number
Q96,jamie how does that help i need an email address
Q96,Jamie how to transfer the ownership of industrial property
Q96,jamie i need help
Q96,Jamie is dumb
Q96,Jamie pleas provide numer to contact with regards to the event at the great madras hotel for tomorrow
Q96,jevon liew
Q96,job at ura
Q96,JTC PLAN CONSENT TIMELINE
Q96,ju lin loy
Q96,just need to know your email thanks
Q96,kelvin yeo phone number
Q96,KIndly call me back at 6476880 Im Rosana
Q96,kindly please provide me the contact no
Q96,Kindly provide an email address Thanks
Q96,Kindly provide an email for me to write in an enquiry Thanks
Q96,kitchen requirement
Q96,Knowledge Gap
Q96,Kreta Ayer Heritage Trail
Q96,Kreta Ayer Heritage Trail reservation
Q97,059391 conserved building
Q97,149 jalan besar is it conservation property
Q97,A A works
Q97,aa
Q97,aa works
Q97,aa works for private commercial building
Q97,AA works in conservation buildings
Q97,addition and alteration
Q97,addition and alteration to strata title landed housing submission
Q97,addition and alteration work to strata title housing
Q97,addition and alteration works for commercial building shelter
Q97,additions and alteration
Q97,AHA
Q97,alterations and addition plan
Q97,amalgamation
Q97,Any guideline on conservation building
Q97,any restriction for painting the facade of shophouse
